210,6,-2.58765
210,7,0.336017
211,0,-3.52805
211,1,-4.34644
211,2,-4.99848
211,3,-4.10027
211,4,-3.47229
211,5,-5
211,6,-2.48992
211,7,0.218614
212,0,-4.58091
212,1,-4.71606
212,2,-4.87221
212,3,-4.84309
212,4,-4.6165
212,5,-5
212,6,-4.97407
212,7,0.485564
213,0,-1.55342
213,1,-3.22962
213,2,-4.47206
213,3,-3.43109
213,4,-1.98059
213,5,-5
213,6,-3.09585
213,7,0.873836
256,0,0.291424
256,1,0.256359
256,2,0.20924
256,3,0.297946
256,4,0.308617
256,5,0.240019
256,6,0.261833
256,7,-0.643247
258,0,0.20512
258,1,0.190416
258,2,0.0207276
258,3,0.270972
258,4,0.282257
258,5,-1.41242
258,6,0.198861
258,7,-0.588674
259,0,0.236485
259,1,0.15841
259,2,-1.37785
259,3,0.271673
259,4,0.241649
259,5,-2.95491
259,6,0.186388
259,7,-0.582003
260,0,0.280233
260,1,0.176693
260,2,-1.4253
260,3,0.269979
260,4,0.262938
260,5,-3.19696
260,6,0.280819
260,7,-0.64003
261,0,0.269285
261,1,0.181928
261,2,-0.535455
261,3,0.194809
261,4,0.256902
261,5,-3.99124
261,6,0.192416
261,7,-0.64313
262,0,0.292463
262,1,0.22649
262,2,-2.54582
262,3,0.210134
262,4,0.294756
262,5,-5
262,6,0.300561
262,7,-0.71676
263,0,0.110962
263,1,0.14231
263,2,-3.10199
263,3,0.166324
263,4,0.260473
263,5,-5
263,6,0.0227573
263,7,-0.58361
264,0,0.148142
264,1,0.154531
264,2,-3.84439
264,3,0.227245
264,4,0.186123
264,5,-5
264,6,0.219208
264,7,-0.306435
265,0,0.305869
265,1,0.115191
265,2,-4.2235
265,3,0.220242
265,4,0.179765
265,5,-5
265,6,0.330721
265,7,-0.394259
266,0,0.382746
266,1,0.193851
266,2,-4.32672
266,3,0.148558
266,4,0.187887
266,5,-5
266,6,0.188951
266,7,-0.348006
267,0,0.293202
267,1,0.255807
267,2,-2.89066
267,3,0.145504
267,4,0.265229
267,5,-2.26192
267,6,0.467395
267,7,-0.86428
300,0,-1.2737
300,1,-1.27196
300,2,-4.99997
300,3,0.178566
300,4,0.0475129
300,5,-4.95187
300,6,-2.85656
300,7,-0.668563
301,0,-1.34822
301,1,-1.93312
301,2,-4.76722
301,3,0.183513
301,4,0.179959
301,5,-4.99976
301,6,-2.19808
301,7,-0.530773
302,0,-2.65005
302,1,-1.92823
302,2,-4.99744
302,3,0.323756
302,4,0.185465
302,5,-4.89055
302,6,-1.52834
302,7,-0.692269
303,0,-1.43035
303,1,-2.628
303,2,-4.78121
303,3,-0.824707
303,4,0.208416
303,5,-4.90798
303,6,-2.73229
303,7,-0.661573
304,0,-2.41405
304,1,-3.48649
304,2,-4.66892
304,3,-1.98443
304,4,0.437923
304,5,-5
304,6,-2.3168
304,7,-0.678951
337,0,-3.2678
337,1,-2.93045
337,2,-4.99966
337,3,-2.25819
337,4,-1.53297
337,5,-5
337,6,-2.05247
337,7,-0.178987
338,0,-2.09781
338,1,-3.29699
338,2,-4.55529
338,3,-3.12969
338,4,-1.68923
338,5,-5
338,6,-0.737826
338,7,0.0880611
339,0,-3.99558
339,1,-4.3021
339,2,-4.99978
339,3,-3.45911
339,4,-3.25303
339,5,-5
339,6,-2.31566
339,7,0.371814
340,0,-4.37609
340,1,-4.87833
340,2,-4.94493
340,3,-4.99031
340,4,-4.81472
340,5,-5
340,6,-4.91484
